event_name,r_fighter,b_fighter,winner,weight_class,is_title_bout,gender,method,finish_round,total_rounds,time_sec,referee,r_kd,r_sig_str,r_sig_str_att,r_sig_str_acc,r_str,r_str_att,r_str_acc,r_td,r_td_att,r_td_acc,r_sub_att,r_rev,r_ctrl_sec,r_wins_total,r_losses_total,r_age,r_height,r_weight,r_reach,r_stance,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,r_sub_avg,r_td_avg,b_kd,b_sig_str,b_sig_str_att,b_sig_str_acc,b_str,b_str_att,b_str_acc,b_td,b_td_att,b_td_acc,b_sub_att,b_rev,b_ctrl_sec,b_wins_total,b_losses_total,b_age,b_height,b_weight,b_reach,b_stance,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,b_sub_avg,b_td_avg,kd_diff,sig_str_diff,sig_str_att_diff,sig_str_acc_diff,str_diff,str_att_diff,str_acc_diff,td_diff,td_att_diff,td_acc_diff,sub_att_diff,rev_diff,ctrl_sec_diff,wins_total_diff,losses_total_diff,age_diff,height_diff,weight_diff,reach_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,td_acc_total_diff,str_def_total_diff,td_def_total_diff,sub_avg_diff,td_avg_diff
UFC Fight Night,kenny florian,takanori gomi,Red,Lightweight,0,Men,Submission,3,3,172,Mario Yamasaki,0,51,186,0.27,74,210,0.35,1,2,0.5,1,0,105,14,6,47,177.8,65.77,187.96,Southpaw,2.41,1.85,0.4,0.33,0.63,0.6,1.3,2.22,0,20,116,0.17,20,116,0.17,0,1,0,0,0,8,35,14,45,170.18,70.31,177.8,Southpaw,3.81,3.52,0.41,0.65,0.6,0.63,0.8,1.23,0,31,70,0.1,54,94,0.1799999999999999,1,1,0.5,1,0,97,-21,-8,2,7.620000000000003,-4.54,10.159999999999997,-1.4,-1.67,-0.01,-0.32,0.03,-0.03,0.5,0.9900000000000002
UFC 111,rodney wallace,jared hamman,Blue,Light Heavyweight,0,Men,Decision - Unanimous,3,3,300,Kevin Mulhall,0,34,66,0.51,47,84,0.56,11,13,0.84,1,1,318,26,15,42,175.26,92.99,182.88,Switch,1.13,3.44,0.46,0.54,0.45,0.28,1,6,1,60,124,0.48,176,250,0.7,2,2,1,0,3,427,14,6,42,190.5,83.91,190.5,Orthodox,5.15,3.93,0.42,0.46,0.55,0.3,0,1.57,-1,-26,-58,0.03,-129,-166,-0.14,9,11,-0.16,1,-2,-109,12,9,0,-15.24,9.079999999999998,-7.62,-4.02,-0.49,0.04,0.08,-0.1,-0.02,1,4.43
UFC Fight Night,caol uno,gleison tibau,Blue,Lightweight,0,Men,KO/TKO,1,3,253,Bill Clancy,0,6,28,0.21,10,34,0.29,0,0,0,0,0,0,33,19,48,170.18,70.31,177.8,Southpaw,1.91,1.9,0.49,0.31,0.5,0.37,0.5,1.95,1,22,59,0.37,26,65,0.4,1,1,1,0,0,89,33,14,40,177.8,70.31,180.34,Southpaw,1.95,2.51,0.31,0.53,0.63,0.92,0.8,4.08,-1,-16,-31,-0.16,-16,-31,-0.11,-1,-1,-1,0,0,-89,0,5,8,-7.62,0,-2.54,-0.04,-0.61,0.18,-0.22,-0.13,-0.55,-0.3,-2.13
UFC 114,jason brilz,rogerio nogueira,Blue,Light Heavyweight,0,Men,Decision - Split,3,3,300,Yves Lavigne,0,18,50,0.36,41,80,0.51,3,13,0.23,3,2,297,22,6,48,180.34,92.99,180.34,Orthodox,2.66,1.78,0.4,0.25,0.65,0.25,1.3,2.37,0,23,67,0.34,42,90,0.47,1,1,1,1,3,173,23,10,47,187.96,92.99,190.5,Southpaw,2.43,2.34,0.35,0.44,0.59,0.62,0.8,0.64,0,-5,-17,0.02,-1,-10,0.04,2,12,-0.77,2,-1,124,-1,-4,1,-7.62,0,-10.16,0.2299999999999999,-0.56,0.05,-0.19,0.06,-0.37,0.5,1.73
UFC 109,paulo thiago,mike swick,Red,Welterweight,0,Men,Submission,2,3,114,Herb Dean,1,9,25,0.36,11,27,0.41,0,0,0,1,0,15,18,9,43,180.34,77.11,187.96,Orthodox,1.71,1.99,0.39,0.31,0.63,0.63,1.2,1.42,0,7,61,0.11,20,74,0.27,1,1,1,0,0,30,15,6,44,185.42,77.11,195.58,Orthodox,2.36,2.29,0.37,0.5,0.54,0.61,0.6,1.06,1,2,-36,0.25,-9,-47,0.1399999999999999,-1,-1,-1,1,0,-15,3,3,-1,-5.08,0,-7.62,-0.65,-0.3,0.02,-0.19,0.09,0.02,0.6,0.3599999999999999
UFC 115,mike pyle,jesse lennox,Red,Welterweight,0,Men,Submission,3,3,284,Kevin Dornan,1,49,122,0.4,77,153,0.5,0,5,0,3,1,169,27,14,48,182.88,77.11,187.96,Orthodox,2.74,2.84,0.45,0.35,0.6,0.7,1.5,1.8,0,37,120,0.3,45,130,0.35,1,1,1,0,0,136,14,4,42,175.26,77.11,182.88,Orthodox,2.69,3.2,0.32,0.66,0.64,0.63,0.3,1.22,1,12,2,0.1,32,23,0.15,-1,4,-1,3,1,33,13,10,6,7.620000000000003,0,5.0800000000000125,0.05,-0.36,0.13,-0.31,-0.04,0.07,1.2,0.5800000000000001
UFC 111,jim miller,mark bocek,Red,Lightweight,0,Men,Decision - Unanimous,3,3,300,Yves Lavigne,0,23,67,0.34,42,89,0.47,1,2,0.5,3,1,97,37,17,40,172.72,70.31,180.34,Southpaw,2.96,3.18,0.42,0.44,0.58,0.48,1.7,1.58,0,17,45,0.37,52,81,0.64,4,8,0.5,1,0,591,12,5,42,172.72,70.31,190.5,Orthodox,2.34,2.32,0.43,0.36,0.6,0.31,1.3,3.65,0,6,22,-0.03,-10,8,-0.17,-3,-6,0,2,1,-494,25,12,-2,0,0,-10.16,0.6200000000000001,0.8600000000000003,-0.01,0.08,-0.02,0.1699999999999999,0.3999999999999999,-2.07
UFC Live,duane ludwig,darren elkins,Blue,Lightweight,0,Men,KO/TKO,1,3,44,Tim Mills,0,1,5,0.2,1,5,0.2,0,0,0,0,0,3,21,14,45,177.8,77.11,177.8,Orthodox,4.62,3.05,0.44,0.25,0.57,0.59,0.1,0.43,0,0,2,0,0,2,0,1,2,0.5,0,0,10,28,11,39,177.8,65.77,180.34,Orthodox,3.44,3.27,0.38,0.35,0.52,0.56,1.1,2.85,0,1,3,0.2,1,3,0.2,-1,-2,-0.5,0,0,-7,-7,3,6,0,11.340000000000003,-2.54,1.1800000000000002,-0.22,0.06,-0.1,0.05,0.03,-1,-2.42
UFC 116,gerald harris,david branch,Red,Middleweight,0,Men,KO/TKO,3,3,155,Herb Dean,0,10,37,0.27,11,39,0.28,5,5,1,0,0,288,23,5,44,180.34,83.91,195.58,Southpaw,1.41,1.58,0.29,0.54,0.62,0.72,0,2.96,0,20,39,0.51,40,60,0.67,0,2,0,0,0,88,22,6,42,185.42,83.91,198.12,Orthodox,1.66,1.91,0.39,0.32,0.56,0.43,0,2.55,0,-10,-2,-0.24,-29,-21,-0.39,5,3,1,0,0,200,1,-1,2,-5.08,0,-2.54,-0.25,-0.33,-0.1,0.22,0.06,0.29,0,0.4100000000000001
UFC 119,melvin guillard,jeremy stephens,Red,Lightweight,0,Men,Decision - Split,3,3,300,Josh Rosenthal,0,73,168,0.43,73,168,0.43,0,1,0,0,0,0,32,18,40,175.26,70.31,180.34,Orthodox,2.96,1.85,0.4,0.63,0.66,0.61,0.2,1.3,1,62,155,0.4,62,155,0.4,0,2,0,0,0,2,28,19,37,175.26,65.77,180.34,Orthodox,3.17,3.05,0.4,0.38,0.58,0.65,0.4,1.16,-1,11,13,0.03,11,13,0.03,0,-1,0,0,0,-2,4,-1,3,0,4.540000000000006,0,-0.21,-1.2,0,0.25,0.08,-0.04,-0.2,0.1400000000000001
UFC 117,johny hendricks,charlie brenneman,Red,Welterweight,0,Men,KO/TKO,2,3,40,Josh Rosenthal,2,28,42,0.66,34,48,0.71,0,1,0,0,0,51,18,8,40,175.26,83.91,175.26,Southpaw,3.49,3.99,0.45,0.46,0.53,0.63,0.3,3.83,0,9,33,0.27,15,40,0.38,2,4,0.5,0,0,126,19,8,43,177.8,70.31,177.8,Orthodox,1.52,1.55,0.56,0.42,0.46,0.72,0,4.23,2,19,9,0.39,19,8,0.3299999999999999,-2,-3,-0.5,0,0,-75,-1,0,-3,-2.54,13.599999999999994,-2.54,1.97,2.4400000000000004,-0.11,0.04,0.07,-0.09,0.3,-0.4
UFC 123,quinton jackson,lyoto machida,Red,Light Heavyweight,0,Men,Decision - Split,3,3,300,Herb Dean,0,16,49,0.32,70,104,0.67,1,1,1,0,0,141,37,12,45,185.42,92.99,185.42,Orthodox,3.25,2.51,0.54,0.56,0.55,0.73,0.1,1.52,0,33,51,0.64,53,71,0.75,1,3,0.33,1,0,278,24,8,45,185.42,83.91,187.96,Southpaw,2.59,1.57,0.53,0.65,0.61,0.75,0.4,1.21,0,-17,-2,-0.32,17,33,-0.08,0,-2,0.6699999999999999,-1,0,-137,13,4,0,0,9.079999999999998,-2.54,0.6600000000000001,0.9399999999999996,0.01,-0.09,-0.06,-0.02,-0.3,0.31
UFC 114,melvin guillard,waylon lowe,Red,Lightweight,0,Men,KO/TKO,1,3,208,Yves Lavigne,1,14,21,0.66,20,27,0.74,0,0,0,0,0,2,32,18,40,175.26,70.31,180.34,Orthodox,2.96,1.85,0.4,0.63,0.66,0.61,0.2,1.3,0,1,6,0.16,1,6,0.17,1,6,0.16,0,0,87,16,7,43,170.18,65.77,,Southpaw,1.88,2.4,0.55,0.55,0.53,0.83,0.3,4.47,1,13,15,0.5,19,21,0.57,-1,-6,-0.16,0,0,-85,16,11,-3,5.079999999999984,4.540000000000006,,1.08,-0.55,-0.15,0.08,0.13,-0.22,-0.1,-3.17
UFC 114,jesse forbes,ryan jensen,Blue,Middleweight,0,Men,Submission,1,3,66,Josh Rosenthal,1,3,9,0.33,3,9,0.33,1,1,1,1,0,35,15,5,39,187.96,83.91,190.5,Southpaw,2.11,4.06,0.24,0.75,0.53,0.66,1.2,1.79,0,3,6,0.5,3,6,0.5,0,0,0,1,0,1,21,8,46,185.42,83.91,193.04,Orthodox,2.84,2.99,0.39,0.5,0.59,0.31,1.9,1.55,1,0,3,-0.17,0,3,-0.17,1,1,1,0,0,34,-6,-3,-7,2.5400000000000205,0,-2.54,-0.73,1.0699999999999994,-0.15,0.25,-0.06,0.35,-0.7,0.24
UFC Fight Night,aaron simpson,tom lawlor,Red,Middleweight,0,Men,Decision - Split,3,3,300,Kevin Mulhall,0,36,108,0.33,74,149,0.5,2,6,0.33,0,0,268,12,5,49,182.88,77.11,185.42,Orthodox,3.6,2.53,0.52,0.34,0.56,0.83,0.5,3.78,0,52,128,0.4,60,136,0.44,1,6,0.16,2,0,157,10,6,40,182.88,92.99,187.96,Southpaw,2.5,2.41,0.42,0.32,0.6,0.57,1.4,2.46,0,-16,-20,-0.07,14,13,0.06,1,0,0.17,-2,0,111,2,-1,9,0,-15.88,-2.54,1.1,0.1199999999999996,0.1,0.02,-0.04,0.26,-0.9,1.3199999999999998
UFC 112,damarques johnson,brad blackburn,Red,Welterweight,0,Men,KO/TKO,3,3,128,Dan Miragliotta,1,34,108,0.31,42,117,0.36,0,0,0,1,1,39,15,15,41,185.42,77.11,190.5,Orthodox,2.11,3.75,0.37,0.55,0.51,0.19,0.7,1.18,0,59,132,0.44,83,165,0.5,4,5,0.8,2,0,191,18,13,46,177.8,77.11,185.42,Orthodox,4.55,3.59,0.35,0.5,0.65,0.76,0.7,0.93,1,-25,-24,-0.13,-41,-48,-0.14,-4,-5,-0.8,-1,1,-152,-3,2,-5,7.619999999999976,0,5.0800000000000125,-2.44,0.1600000000000001,0.02,0.05,-0.14,-0.57,0,0.2499999999999999
UFC 112,anderson silva,demian maia,Red,UFC Middleweight Title,1,Men,Decision - Unanimous,5,5,300,Dan Miragliotta,1,61,111,0.54,62,112,0.55,0,0,0,0,0,82,34,11,48,187.96,83.91,195.58,Southpaw,3.05,2.05,0.61,0.77,0.6,0.69,0.8,0.5,0,10,52,0.19,11,53,0.21,0,13,0,0,0,4,28,11,46,185.42,77.11,182.88,Southpaw,1.8,2.07,0.43,0.24,0.63,0.61,1,2.49,1,51,59,0.35,51,59,0.3400000000000001,0,-13,0,0,0,78,6,0,2,2.5400000000000205,6.799999999999997,12.700000000000015,1.2499999999999998,-0.02,0.18,0.53,-0.03,0.08,-0.2,-1.99
UFC Live,james irvin,igor pokrajac,Blue,Light Heavyweight,0,Men,Submission,1,3,149,Herb Dean,0,11,22,0.5,14,25,0.56,0,1,0,0,1,66,17,10,45,187.96,92.99,190.5,Orthodox,2.03,3.86,0.48,0,0.35,0.36,0.5,0,0,18,27,0.66,21,30,0.7,2,3,0.66,1,0,62,28,13,45,182.88,92.99,187.96,Orthodox,2.25,4.26,0.45,0.29,0.4,0.51,0.2,0.87,0,-7,-5,-0.16,-7,-5,-0.14,-2,-2,-0.66,-1,1,4,-11,-3,0,5.0800000000000125,0,2.539999999999992,-0.22,-0.4,0.03,-0.29,-0.05,-0.15,0.3,-0.87
UFC Live,john howard,jake ellenberger,Blue,Welterweight,0,Men,TKO - Doctor's Stoppage,3,3,141,Herb Dean,0,17,34,0.5,42,60,0.7,0,1,0,1,0,10,24,13,41,170.18,77.11,182.88,Orthodox,2.15,3.08,0.5,0.49,0.51,0.53,0.4,2.7,0,38,67,0.56,92,138,0.67,5,7,0.71,0,0,544,31,15,39,175.26,77.11,180.34,Orthodox,2.47,2.83,0.39,0.47,0.6,0.86,0.4,2.04,0,-21,-33,-0.06,-50,-78,0.03,-5,-6,-0.71,1,0,-534,-7,-2,2,-5.08,0,2.539999999999992,-0.32,0.25,0.1099999999999999,0.02,-0.09,-0.33,0,0.6600000000000001
UFC 116,george sotiropoulos,kurt pellegrino,Red,Lightweight,0,Men,Decision - Unanimous,3,3,300,Josh Rosenthal,1,48,162,0.29,82,199,0.41,1,2,0.5,0,0,287,14,7,46,177.8,70.31,180.34,Orthodox,2.61,2.52,0.27,0.31,0.67,0.53,1.6,2.32,1,39,108,0.36,68,141,0.48,3,3,1,0,0,192,16,7,44,172.72,70.31,177.8,Orthodox,2.45,1.94,0.43,0.54,0.63,0.69,0.8,2.9,0,9,54,-0.07,14,58,-0.07,-2,-1,-0.5,0,0,95,-2,0,2,5.0800000000000125,0,2.539999999999992,0.1599999999999997,0.5800000000000001,-0.16,-0.23,0.04,-0.16,0.8,-0.58
UFC Fight Night,jared hamman,kyle kingsbury,Blue,Light Heavyweight,0,Men,Decision - Unanimous,3,3,300,Jon Schorle,0,88,239,0.36,146,298,0.49,0,2,0,0,0,15,14,6,42,190.5,83.91,190.5,Orthodox,5.15,3.93,0.42,0.46,0.55,0.3,0,1.57,0,79,219,0.36,88,229,0.38,9,13,0.69,0,0,284,11,6,42,193.04,92.99,200.66,Orthodox,2.97,3.81,0.4,0.41,0.51,0.52,0,2.64,0,9,20,0,58,69,0.1099999999999999,-9,-11,-0.69,0,0,-269,3,0,0,-2.54,-9.08,-10.16,2.18,0.1200000000000001,0.02,0.05,0.04,-0.22,0,-1.07
UFC 118,kenny florian,gray maynard,Blue,Lightweight,0,Men,Decision - Unanimous,3,3,300,Mario Yamasaki,0,14,63,0.22,33,85,0.39,0,0,0,0,0,0,14,6,47,177.8,65.77,187.96,Southpaw,2.41,1.85,0.4,0.33,0.63,0.6,1.3,2.22,0,15,53,0.28,47,86,0.55,5,7,0.71,0,0,399,13,7,44,175.26,70.31,177.8,Orthodox,1.92,2.64,0.32,0.47,0.66,0.81,0.7,2.91,0,-1,10,-0.06,-14,-1,-0.16,-5,-7,-0.71,0,0,-399,1,-1,3,2.5400000000000205,-4.54,10.159999999999997,0.4900000000000002,-0.79,0.08,-0.14,-0.03,-0.21,0.6000000000000001,-0.69
UFC 229,tony ferguson,anthony pettis,Red,Lightweight,0,Men,KO/TKO,2,3,300,Jason Herzog,0,114,194,0.58,115,195,0.59,0,0,0,0,0,4,26,10,40,180.34,70.31,193.04,Orthodox,4.94,4.41,0.45,0.35,0.55,0.67,0.9,0.39,1,45,99,0.45,49,104,0.47,0,0,0,0,0,71,24,10,37,177.8,70.31,182.88,Orthodox,3.05,3.44,0.47,0.5,0.54,0.6,1.1,0.61,-1,69,95,0.1299999999999999,66,91,0.12,0,0,0,0,0,-67,2,0,3,2.539999999999992,0,10.159999999999997,1.8900000000000008,0.9700000000000002,-0.02,-0.15,0.01,0.07,-0.2,-0.22
UFC 231,max holloway,brian ortega,Red,UFC Featherweight Title,1,Men,TKO - Doctor's Stoppage,4,5,300,Yves Lavigne,0,290,490,0.59,307,507,0.61,1,1,1,0,0,16,25,7,32,180.34,65.77,175.26,Orthodox,7.17,4.75,0.47,0.53,0.59,0.84,0.3,0.27,0,110,292,0.37,112,294,0.38,2,11,0.18,0,0,145,16,3,33,172.72,65.77,175.26,Switch,4.07,6.54,0.38,0.27,0.49,0.57,1.2,1.17,0,180,198,0.2199999999999999,195,213,0.2299999999999999,-1,-10,0.8200000000000001,0,0,-129,9,4,-1,7.620000000000003,0,0,3.1,-1.79,0.09,0.26,0.1,0.27,-0.9,-0.9
UFC 229,khabib nurmagomedov,conor mcgregor,Red,UFC Lightweight Title,1,Men,Submission,4,5,183,Herb Dean,0,70,119,0.58,104,157,0.66,3,7,0.42,1,0,735,29,0,35,177.8,70.31,177.8,Orthodox,4.1,1.75,0.48,0.48,0.65,0.84,0.8,5.32,0,51,81,0.62,96,128,0.75,0,0,0,0,0,0,22,6,35,175.26,70.31,187.96,Southpaw,5.32,4.66,0.49,0.55,0.54,0.66,0.1,0.67,0,19,38,-0.04,8,29,-0.09,3,7,0.42,1,0,735,7,-6,0,2.5400000000000205,0,-10.16,-1.22,-2.91,-0.01,-0.07,0.1099999999999999,0.1799999999999999,0.7000000000000001,4.65
UFC 230,chris weidman,jacare souza,Blue,Middleweight,0,Men,KO/TKO,3,3,166,Dan Miragliotta,0,68,193,0.35,76,201,0.38,1,1,1,0,0,43,15,7,39,187.96,83.91,198.12,Orthodox,2.98,3.27,0.43,0.43,0.5,0.65,0.8,3.6,1,74,132,0.56,100,158,0.63,0,0,0,0,0,7,26,10,44,185.42,83.91,182.88,Orthodox,2.53,2.83,0.47,0.39,0.62,0.57,1.3,2.57,-1,-6,61,-0.21,-24,43,-0.25,1,1,1,0,0,36,-11,-3,-5,2.5400000000000205,0,15.240000000000007,0.4500000000000002,0.4399999999999999,-0.04,0.04,-0.12,0.08,-0.5,1.0300000000000002
UFC 223,zabit magomedsharipov,kyle bochniak,Red,Featherweight,0,Men,Decision - Unanimous,3,3,300,Rob Hinds,0,97,217,0.44,114,237,0.48,5,11,0.45,0,0,228,18,1,33,185.42,65.77,185.42,Orthodox,4.89,3,0.48,0.56,0.64,0.77,0.8,5.22,0,43,163,0.26,44,164,0.27,0,2,0,0,0,40,8,5,37,170.18,65.77,177.8,Orthodox,2.63,5.11,0.31,0.15,0.58,0.62,0,1.14,0,54,54,0.18,70,73,0.2099999999999999,5,9,0.45,0,0,188,10,-4,-4,15.23999999999998,0,7.619999999999976,2.26,-2.11,0.1699999999999999,0.41,0.06,0.15,0.8,4.08
UFC 220,calvin kattar,shane burgos,Red,Featherweight,0,Men,KO/TKO,3,3,32,Dan Miragliotta,1,85,194,0.43,86,195,0.44,0,1,0,0,0,13,23,7,36,180.34,65.77,182.88,Orthodox,5.12,7.1,0.39,0.29,0.54,0.91,0.1,0.42,0,89,186,0.47,91,188,0.48,0,0,0,0,0,0,15,3,33,180.34,65.77,190.5,Orthodox,7.4,6.78,0.52,0.44,0.56,0.91,0.4,0.43,1,-4,8,-0.04,-5,7,-0.04,0,1,0,0,0,13,8,4,3,0,0,-7.62,-2.28,0.3199999999999994,-0.13,-0.15,-0.02,0,-0.3,-0.01
UFC 231,jimi manuwa,thiago santos,Blue,Light Heavyweight,0,Men,KO/TKO,2,3,41,Todd Ronald Anderson,0,27,42,0.64,30,45,0.67,0,2,0,0,0,145,17,6,44,185.42,92.99,200.66,Orthodox,3.43,3.97,0.54,0.18,0.49,0.7,0.4,0.53,2,42,74,0.56,65,97,0.67,1,3,0.33,0,0,80,22,11,40,187.96,92.99,193.04,Orthodox,3.72,2.57,0.48,0.33,0.53,0.65,0.1,0.88,-2,-15,-32,0.08,-35,-52,0,-1,-1,-0.33,0,0,65,-5,-5,4,-2.54,0,7.620000000000003,-0.29,1.4000000000000004,0.06,-0.15,-0.04,0.05,0.3,-0.35
UFC Fight Night,drew dober,frank camacho,Red,Welterweight,0,Men,Decision - Unanimous,3,3,300,Joseph Hawes,0,145,322,0.45,161,338,0.48,0,6,0,0,0,25,27,13,35,172.72,70.31,177.8,Southpaw,4.34,4.23,0.4,0.18,0.51,0.56,0.1,0.71,0,106,223,0.47,148,269,0.55,3,3,1,0,1,184,22,10,34,177.8,70.31,185.42,Orthodox,6.56,7.44,0.46,0.31,0.51,0.73,0,1.11,0,39,99,-0.02,13,69,-0.07,-3,3,-1,0,-1,-159,5,3,1,-5.08,0,-7.62,-2.22,-3.21,-0.06,-0.13,0,-0.17,0.1,-0.4
UFC Fight Night,erik koch,bobby green,Blue,Lightweight,0,Men,Decision - Unanimous,3,3,300,Dan Miragliotta,0,56,146,0.38,60,150,0.4,1,1,1,0,1,116,16,6,35,177.8,77.11,180.34,Southpaw,2.33,2.82,0.42,0.42,0.47,0.81,1,1.02,0,110,194,0.56,134,220,0.61,1,5,0.2,0,1,197,31,15,37,177.8,70.31,180.34,Orthodox,6.14,3.74,0.52,0.37,0.62,0.74,0.3,1.2,0,-54,-48,-0.18,-74,-70,-0.21,0,-4,0.8,0,0,-81,-15,-9,-2,0,6.799999999999997,0,-3.81,-0.92,-0.1,0.05,-0.15,0.07,0.7,-0.18
UFC 229,derrick lewis,alexander volkov,Red,Heavyweight,0,Men,KO/TKO,3,3,289,Herb Dean,1,39,70,0.55,40,71,0.56,0,2,0,0,1,43,27,12,39,190.5,117.93,200.66,Orthodox,2.43,2.48,0.5,0.26,0.4,0.53,0,0.53,0,121,171,0.7,133,183,0.73,1,2,0.5,0,0,106,37,10,35,200.66,113.4,203.2,Orthodox,5.1,3,0.57,0.63,0.54,0.73,0.2,0.49,1,-82,-101,-0.15,-93,-112,-0.17,-1,0,-0.5,0,1,-63,-10,2,4,-10.16,4.530000000000001,-2.54,-2.67,-0.52,-0.07,-0.37,-0.14,-0.2,-0.2,0.04
UFC Fight Night,thiago santos,anthony smith,Red,Middleweight,0,Men,KO/TKO,2,3,63,Marc Goddard,2,58,82,0.7,80,106,0.75,0,1,0,0,1,199,22,11,40,187.96,92.99,193.04,Orthodox,3.72,2.57,0.48,0.33,0.53,0.65,0.1,0.88,0,10,22,0.45,13,26,0.5,1,3,0.33,0,0,50,37,19,35,193.04,92.99,193.04,Orthodox,3.21,4.47,0.48,0.26,0.46,0.48,0.6,0.49,2,48,60,0.2499999999999999,67,80,0.25,-1,-2,-0.33,0,1,149,-15,-8,5,-5.08,0,0,0.5100000000000002,-1.9,0,0.07,0.07,0.17,-0.5,0.39
UFC 224,thales leites,jack hermansson,Blue,Middleweight,0,Men,KO/TKO,3,3,130,Marc Goddard,0,11,17,0.64,20,27,0.74,3,9,0.33,3,0,461,28,9,42,185.42,83.91,198.12,Orthodox,2.13,2.99,0.4,0.27,0.52,0.3,1.1,2.1,0,35,56,0.62,49,71,0.69,3,3,1,1,0,126,24,8,35,185.42,83.91,195.58,Orthodox,5.09,3.69,0.44,0.3,0.56,0.8,0.4,1.53,0,-24,-39,0.02,-29,-44,0.05,0,6,-0.67,2,0,335,4,1,7,0,0,2.539999999999992,-2.96,-0.7,-0.04,-0.03,-0.04,-0.5,0.7000000000000001,0.5700000000000001
UFC Fight Night,jeremy stephens,dooho choi,Red,Featherweight,0,Men,KO/TKO,2,5,156,Keith Peterson,1,49,133,0.36,49,133,0.37,0,0,0,0,0,11,28,19,37,175.26,65.77,180.34,Orthodox,3.17,3.05,0.4,0.38,0.58,0.65,0.4,1.16,0,44,79,0.55,45,80,0.56,0,0,0,0,0,4,14,4,32,177.8,65.77,177.8,Orthodox,4.74,4.91,0.53,0.2,0.54,0.5,0,0.29,1,5,54,-0.19,4,53,-0.19,0,0,0,0,0,7,14,15,5,-2.54,0,2.539999999999992,-1.57,-1.86,-0.13,0.18,0.04,0.15,0.4,0.8699999999999999
UFC 226,uriah hall,paulo costa,Blue,Middleweight,0,Men,KO/TKO,2,3,158,Mark Smith,0,58,122,0.47,58,122,0.48,0,1,0,0,0,3,18,11,39,182.88,83.91,200.66,Orthodox,3.23,3.85,0.48,0.38,0.54,0.64,0.1,0.54,1,75,116,0.64,76,117,0.65,0,0,0,0,0,8,14,3,32,185.42,83.91,182.88,Orthodox,6.2,6.38,0.58,0.75,0.47,0.8,0,0.45,-1,-17,6,-0.17,-18,5,-0.17,0,1,0,0,0,-5,4,8,7,-2.54,0,17.78,-2.97,-2.53,-0.1,-0.37,0.07,-0.16,0.1,0.09
UFC Fight Night,darren elkins,michael johnson,Red,Featherweight,0,Men,Submission,2,3,142,Dan Miragliotta,0,18,64,0.28,54,108,0.5,1,4,0.25,1,0,121,28,11,39,177.8,65.77,180.34,Orthodox,3.44,3.27,0.38,0.35,0.52,0.56,1.1,2.85,0,45,98,0.45,46,99,0.46,0,0,0,0,0,0,23,19,37,177.8,70.31,185.42,Southpaw,4.27,3.83,0.39,0.41,0.57,0.81,0,0.62,0,-27,-34,-0.17,8,9,0.04,1,4,0.25,1,0,121,5,-8,2,0,-4.54,-5.08,-0.83,-0.56,-0.01,-0.06,-0.05,-0.25,1.1,2.23
UFC Fight Night,derrick lewis,marcin tybura,Red,Heavyweight,0,Men,KO/TKO,3,3,168,Dan Miragliotta,2,30,45,0.66,32,47,0.68,1,2,0.5,0,0,136,27,12,39,190.5,117.93,200.66,Orthodox,2.43,2.48,0.5,0.26,0.4,0.53,0,0.53,0,37,56,0.66,83,104,0.8,1,2,0.5,1,1,433,25,8,38,190.5,112.94,198.12,Orthodox,3.6,3.35,0.48,0.33,0.55,0.79,0.1,1.43,2,-7,-11,0,-51,-57,-0.12,0,0,0,-1,-1,-297,2,4,1,0,4.990000000000009,2.539999999999992,-1.17,-0.87,0.02,-0.07,-0.15,-0.26,-0.1,-0.9
UFC Fight Night,jose aldo,jeremy stephens,Red,Featherweight,0,Men,KO/TKO,1,3,259,Yves Lavigne,1,29,63,0.46,29,63,0.46,0,0,0,0,0,24,31,8,37,170.18,61.23,177.8,Orthodox,3.57,3.74,0.46,0.54,0.6,0.91,0.1,0.49,0,20,60,0.33,20,60,0.33,0,0,0,0,0,0,28,19,37,175.26,65.77,180.34,Orthodox,3.17,3.05,0.4,0.38,0.58,0.65,0.4,1.16,1,9,3,0.13,9,3,0.13,0,0,0,0,0,24,3,-11,0,-5.08,-4.54,-2.54,0.3999999999999999,0.6900000000000004,0.06,0.16,0.02,0.26,-0.3,-0.67
UFC 222,sean o'malley,andre soukhamthath,Red,Bantamweight,0,Men,Decision - Unanimous,3,3,300,Mark Smith,0,63,111,0.56,73,121,0.6,0,0,0,3,1,55,18,1,29,180.34,61.23,182.88,Switch,7.63,3.52,0.61,0.42,0.62,0.62,0.3,0.35,0,25,60,0.41,42,79,0.53,4,7,0.57,0,0,361,13,8,35,175.26,61.23,177.8,Orthodox,2.77,4.31,0.44,0.53,0.49,0.58,0.2,1.25,0,38,51,0.15,31,42,0.07,-4,-7,-0.57,3,1,-306,5,-7,-6,5.0800000000000125,0,5.079999999999984,4.859999999999999,-0.79,0.1699999999999999,-0.11,0.13,0.04,0.1,-0.9
