event_name,r_fighter,b_fighter,winner,weight_class,is_title_bout,gender,method,finish_round,total_rounds,time_sec,referee,r_kd,r_sig_str,r_sig_str_att,r_sig_str_acc,r_str,r_str_att,r_str_acc,r_td,r_td_att,r_td_acc,r_sub_att,r_rev,r_ctrl_sec,r_wins_total,r_losses_total,r_age,r_height,r_weight,r_reach,r_stance,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,r_sub_avg,r_td_avg,b_kd,b_sig_str,b_sig_str_att,b_sig_str_acc,b_str,b_str_att,b_str_acc,b_td,b_td_att,b_td_acc,b_sub_att,b_rev,b_ctrl_sec,b_wins_total,b_losses_total,b_age,b_height,b_weight,b_reach,b_stance,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,b_sub_avg,b_td_avg,kd_diff,sig_str_diff,sig_str_att_diff,sig_str_acc_diff,str_diff,str_att_diff,str_acc_diff,td_diff,td_att_diff,td_acc_diff,sub_att_diff,rev_diff,ctrl_sec_diff,wins_total_diff,losses_total_diff,age_diff,height_diff,weight_diff,reach_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,td_acc_total_diff,str_def_total_diff,td_def_total_diff,sub_avg_diff,td_avg_diff
UFC 175,chris weidman,lyoto machida,Red,UFC Middleweight Title,1,Men,Decision - Unanimous,5,5,300,Herb Dean,0,65,177,0.36,90,206,0.44,5,13,0.38,0,0,278,15,7,39,187.96,83.91,198.12,Orthodox,2.98,3.27,0.43,0.43,0.5,0.65,0.8,3.6,0,58,139,0.41,63,145,0.43,0,0,0,0,0,19,24,8,45,185.42,83.91,187.96,Southpaw,2.59,1.57,0.53,0.65,0.61,0.75,0.4,1.21,0,7,38,-0.05,27,61,0.01,5,13,0.38,0,0,259,-9,-1,-6,2.5400000000000205,0,10.159999999999997,0.3900000000000001,1.7,-0.1,-0.22,-0.11,-0.1,0.4,2.39
UFC on FOX,robbie lawler,matt brown,Red,Welterweight,0,Men,Decision - Unanimous,5,5,300,John McCarthy,0,80,200,0.4,87,207,0.42,2,2,1,0,0,237,30,16,42,180.34,77.11,187.96,Southpaw,3.85,4.67,0.47,0.64,0.59,0.65,0,0.65,0,82,242,0.33,89,250,0.36,2,8,0.25,0,0,70,26,19,43,182.88,77.11,190.5,Orthodox,3.76,2.92,0.55,0.46,0.55,0.63,1.3,1.68,0,-2,-42,0.07,-2,-43,0.06,0,-6,0.75,0,0,167,4,-3,-1,-2.54,0,-2.54,0.09,1.75,-0.08,0.18,0.04,0.02,-1.3,-1.03
UFC 178,tim kennedy,yoel romero,Blue,Middleweight,0,Men,KO/TKO,3,3,58,John McCarthy,0,30,86,0.34,32,88,0.36,0,6,0,1,0,1,18,6,44,180.34,83.91,187.96,Orthodox,2.78,1.84,0.47,0.35,0.62,0.7,0.7,2.58,2,39,80,0.48,51,93,0.55,3,4,0.75,0,0,126,13,5,46,182.88,83.91,185.42,Southpaw,3.44,3.05,0.49,0.3,0.6,0.78,0,1.57,-2,-9,6,-0.14,-19,-5,-0.19,-3,2,-0.75,1,0,-125,5,1,-2,-2.54,0,2.5400000000000205,-0.66,-1.21,-0.02,0.05,0.02,-0.08,0.7,1.01
UFC 169,jamie varner,abel trujillo,Blue,Lightweight,0,Men,KO/TKO,2,3,152,Dan Miragliotta,0,36,96,0.37,51,122,0.42,0,0,0,1,0,150,21,11,39,172.72,70.31,180.34,Orthodox,2.92,2.55,0.34,0.53,0.58,0.66,0.8,3.49,1,18,79,0.22,27,88,0.31,0,3,0,0,0,9,15,8,40,172.72,70.31,177.8,Orthodox,2.65,2.31,0.41,0.45,0.59,0.4,0.4,2.18,-1,18,17,0.15,24,34,0.1099999999999999,0,-3,0,1,0,141,6,3,-1,0,0,2.539999999999992,0.27,0.2399999999999997,-0.07,0.08,-0.01,0.26,0.4,1.31
UFC Fight Night,tarec saffiedine,hyun gyu lim,Red,Welterweight,0,Men,Decision - Unanimous,5,5,300,Leon Roberts,3,120,202,0.59,166,248,0.67,1,3,0.33,1,0,379,16,7,37,177.8,77.11,177.8,Switch,4.05,3.06,0.47,0.36,0.62,0.84,0.1,0.52,0,122,277,0.44,126,282,0.45,0,0,0,1,0,19,13,7,39,190.5,77.11,195.58,Orthodox,4.45,5.07,0.41,1,0.51,0.73,0.2,0.23,3,-2,-75,0.1499999999999999,40,-34,0.22,1,3,0.33,0,0,360,3,0,-2,-12.7,0,-17.78,-0.4,-2.01,0.06,-0.64,0.1099999999999999,0.1099999999999999,-0.1,0.29
UFC Fight Night,yoel romero,derek brunson,Red,Middleweight,0,Men,KO/TKO,3,3,203,Blake Grice,0,60,94,0.63,87,122,0.71,0,4,0,0,0,53,13,5,46,182.88,83.91,185.42,Southpaw,3.44,3.05,0.49,0.3,0.6,0.78,0,1.57,0,38,94,0.4,56,112,0.5,3,5,0.6,0,0,176,23,9,40,185.42,83.91,195.58,Southpaw,3.51,3.05,0.47,0.33,0.51,0.85,0.6,3.14,0,22,0,0.2299999999999999,31,10,0.2099999999999999,-3,-1,-0.6,0,0,-123,-10,-4,6,-2.54,0,-10.16,-0.07,0,0.02,-0.03,0.09,-0.07,-0.6,-1.57
UFC on FOX,alex caceres,sergio pettis,Red,Bantamweight,0,Men,Submission,3,3,279,Herb Dean,1,53,164,0.32,56,168,0.33,1,1,1,1,0,93,21,14,35,177.8,65.77,185.42,Southpaw,4.16,2.93,0.5,0.68,0.63,0.64,0.7,0.56,0,49,177,0.27,49,177,0.28,1,2,0.5,0,0,13,18,5,30,167.64,56.7,175.26,Orthodox,3.88,2.91,0.37,0.4,0.65,0.67,0.4,0.85,1,4,-13,0.05,7,-9,0.05,0,-1,0.5,1,0,80,3,9,5,10.160000000000023,9.069999999999991,10.159999999999997,0.2800000000000002,0.02,0.13,0.28,-0.02,-0.03,0.2999999999999999,-0.29
UFC Fight Night,cub swanson,jeremy stephens,Red,Featherweight,0,Men,Decision - Unanimous,5,5,300,Herb Dean,0,87,219,0.39,103,236,0.44,0,0,0,0,0,14,29,13,40,172.72,65.77,177.8,Orthodox,4.7,3.84,0.5,0.52,0.59,0.61,0.4,1.09,0,65,228,0.28,76,239,0.32,2,8,0.25,0,0,193,28,19,37,175.26,65.77,180.34,Orthodox,3.17,3.05,0.4,0.38,0.58,0.65,0.4,1.16,0,22,-9,0.1099999999999999,27,-3,0.12,-2,-8,-0.25,0,0,-179,1,-6,3,-2.54,0,-2.54,1.5300000000000002,0.79,0.1,0.14,0.01,-0.04,0,-0.07
UFC 178,donald cerrone,eddie alvarez,Red,Lightweight,0,Men,Decision - Unanimous,3,3,300,John McCarthy,1,88,166,0.53,101,182,0.55,0,2,0,0,0,117,36,17,40,185.42,70.31,185.42,Orthodox,4.41,4.48,0.46,0.33,0.53,0.73,1.2,1.16,0,48,138,0.34,64,157,0.41,0,5,0,0,0,37,29,6,40,175.26,70.31,175.26,Orthodox,4.32,4.39,0.41,0.36,0.55,0.92,0.5,2.92,1,40,28,0.19,37,25,0.14,0,-3,0,0,0,80,7,11,0,10.159999999999997,0,10.159999999999997,0.09,0.09,0.05,-0.03,-0.02,-0.19,0.7,-1.76
UFC Fight Night,alptekin ozkilic,louis smolka,Blue,Flyweight,0,Men,Decision - Unanimous,3,3,300,Herb Dean,0,60,193,0.31,63,196,0.32,9,14,0.64,0,0,215,9,5,38,165.1,56.7,165.1,Orthodox,3.81,5.72,0.32,0.58,0.59,0.75,0,4.21,0,92,245,0.37,96,249,0.39,0,1,0,1,1,101,17,9,32,175.26,61.23,172.72,Orthodox,4.67,4.11,0.47,0.35,0.53,0.32,1.8,1.69,0,-32,-52,-0.06,-33,-53,-0.07,9,13,0.64,-1,-1,114,-8,-4,6,-10.16,-4.53,-7.62,-0.86,1.6099999999999994,-0.15,0.2299999999999999,0.06,0.43,-1.8,2.52
UFC on FOX,benson henderson,josh thomson,Red,Lightweight,0,Men,Decision - Split,5,5,300,John McCarthy,0,46,91,0.5,114,166,0.69,4,4,1,1,0,300,24,7,40,175.26,77.11,177.8,Southpaw,2.93,1.79,0.45,0.45,0.63,0.63,0.8,2.4,0,19,58,0.32,33,75,0.44,4,11,0.36,0,0,472,22,9,45,177.8,70.31,180.34,Orthodox,2.59,2.12,0.47,0.39,0.64,0.54,1.3,1.92,0,27,33,0.18,81,91,0.2499999999999999,0,-7,0.64,1,0,-172,2,-2,-5,-2.54,6.799999999999997,-2.54,0.3400000000000003,-0.33,-0.02,0.06,-0.01,0.09,-0.5,0.48
UFC 170,rory macdonald,demian maia,Red,Welterweight,0,Men,Decision - Unanimous,3,3,300,Yves Lavigne,0,75,213,0.35,77,215,0.36,0,0,0,0,0,7,19,4,34,182.88,77.11,193.04,Orthodox,3.75,2.8,0.42,0.47,0.62,0.88,0.4,1.77,0,51,120,0.42,81,152,0.53,2,22,0.09,0,0,301,28,11,46,185.42,77.11,182.88,Southpaw,1.8,2.07,0.43,0.24,0.63,0.61,1,2.49,0,24,93,-0.07,-4,63,-0.17,-2,-22,-0.09,0,0,-294,-9,-7,-12,-2.54,0,10.159999999999997,1.95,0.73,-0.01,0.2299999999999999,-0.01,0.27,-0.6,-0.72
UFC 178,cat zingano,amanda nunes,Red,Women's Bantamweight,0,Women,KO/TKO,3,3,81,Jason Herzog,0,40,60,0.66,93,116,0.8,3,3,1,3,0,417,10,4,41,167.64,65.77,172.72,Southpaw,2.57,1.63,0.61,0.65,0.47,0.42,0.8,2.77,0,22,37,0.59,36,54,0.67,1,2,0.5,0,0,188,23,5,35,172.72,61.23,175.26,Orthodox,4.55,2.62,0.51,0.54,0.57,0.82,0.7,2.73,0,18,23,0.07,57,62,0.13,2,1,0.5,3,0,229,-13,-1,6,-5.08,4.539999999999999,-2.54,-1.98,-0.99,0.1,0.1099999999999999,-0.1,-0.4,0.1,0.04
UFC Fight Night,tj dillashaw,mike easton,Red,Bantamweight,0,Men,Decision - Unanimous,3,3,300,Dan Miragliotta,0,117,232,0.5,138,257,0.54,2,5,0.4,0,0,297,18,5,38,167.64,61.23,170.18,Orthodox,5.09,3.47,0.41,0.3,0.62,0.77,0.8,1.56,0,46,111,0.41,51,116,0.44,0,2,0,0,0,0,13,6,40,167.64,61.23,177.8,Southpaw,3.51,4.28,0.37,0.22,0.61,0.66,0,0.75,0,71,121,0.09,87,141,0.1,2,3,0.4,0,0,297,5,-1,-2,0,0,-7.62,1.58,-0.81,0.04,0.08,0.01,0.1099999999999999,0.8,0.81
UFC Fight Night,dustin poirier,akira corassani,Red,Featherweight,0,Men,KO/TKO,2,3,42,Dan Miragliotta,1,45,89,0.5,46,90,0.51,0,1,0,1,0,44,30,8,35,175.26,70.31,182.88,Southpaw,5.45,4.36,0.51,0.36,0.53,0.63,1.4,1.33,0,24,66,0.36,24,66,0.36,0,1,0,0,0,12,12,6,41,172.72,65.77,172.72,Orthodox,3.25,4.91,0.45,0.28,0.5,0.86,0,0.7,1,21,23,0.14,22,24,0.15,0,0,0,1,0,32,18,2,-6,2.539999999999992,4.540000000000006,10.159999999999997,2.2,-0.55,0.06,0.08,0.03,-0.23,1.4,0.6300000000000001
UFC 180,fabricio werdum,mark hunt,Red,UFC Interim Heavyweight Title,1,Men,KO/TKO,2,5,147,Herb Dean,1,21,37,0.56,31,48,0.65,0,3,0,0,0,7,24,9,46,193.04,104.78,195.58,Orthodox,3.59,2.64,0.52,0.31,0.55,0.31,1.2,1.75,1,10,36,0.27,15,43,0.35,1,1,1,0,0,113,13,14,50,177.8,120.2,182.88,Orthodox,2.81,2.9,0.43,0.55,0.51,0.64,0.2,0.51,0,11,1,0.29,16,5,0.3,-1,2,-1,0,0,-106,11,-5,-4,15.23999999999998,-15.42,12.700000000000015,0.7799999999999998,-0.26,0.09,-0.24,0.04,-0.33,1,1.24
UFC Fight Night,robert whittaker,clint hester,Red,Middleweight,0,Men,KO/TKO,2,3,163,John Sharp,2,49,104,0.47,54,110,0.49,1,2,0.5,0,0,138,26,7,33,182.88,83.91,185.42,Orthodox,4.57,3.45,0.42,0.38,0.59,0.82,0,0.81,0,28,61,0.45,29,62,0.47,0,3,0,0,1,46,11,6,37,187.96,92.99,195.58,Orthodox,3.36,3.44,0.42,0.35,0.56,0.6,0,1.02,2,21,43,0.02,25,48,0.02,1,-1,0.5,0,-1,92,15,1,-4,-5.08,-9.08,-10.16,1.2100000000000004,0.01,0,0.03,0.03,0.2199999999999999,0,-0.21
UFC Fight Night,dennis siver,charles rosa,Red,Featherweight,0,Men,Decision - Unanimous,3,3,300,Kristian Hacklou,0,33,86,0.38,109,171,0.64,3,3,1,1,2,531,23,11,45,167.64,65.77,177.8,Orthodox,3.87,2.67,0.32,0.32,0.65,0.65,0.3,0.87,0,22,91,0.24,29,99,0.29,2,4,0.5,1,3,55,14,8,37,175.26,65.77,175.26,Switch,3.08,3.86,0.36,0.35,0.47,0.38,1,1.67,0,11,-5,0.14,80,72,0.35,1,-1,0.5,0,-1,476,9,3,8,-7.62,0,2.5400000000000205,0.79,-1.19,-0.04,-0.03,0.18,0.27,-0.7,-0.8
UFC 170,zach makovsky,josh sampo,Red,Flyweight,0,Men,Decision - Unanimous,3,3,300,Chris Tognoni,0,34,66,0.51,60,93,0.65,5,7,0.71,0,0,327,20,8,40,162.56,56.7,162.56,Southpaw,1.94,2.24,0.43,0.3,0.62,0.56,0.3,3.71,0,19,67,0.28,54,104,0.52,0,0,0,0,0,90,11,5,39,162.56,56.7,162.56,Orthodox,1.99,2.96,0.36,0.33,0.55,0.4,2.1,1.06,0,15,-1,0.2299999999999999,6,-11,0.13,5,7,0.71,0,0,237,9,3,1,0,0,0,-0.05,-0.72,0.07,-0.03,0.07,0.16,-1.8,2.65
UFC 171,kelvin gastelum,rick story,Red,Welterweight,0,Men,Decision - Split,3,3,300,Jacob Montalvo,0,59,137,0.43,62,142,0.44,1,2,0.5,0,1,89,18,9,32,175.26,77.11,180.34,Southpaw,3.55,3.23,0.41,0.3,0.58,0.59,0.1,0.96,1,45,163,0.27,51,170,0.3,0,1,0,0,1,140,19,9,39,175.26,77.11,180.34,Southpaw,3.8,2.17,0.41,0.48,0.62,0.63,0.9,2.53,-1,14,-26,0.1599999999999999,11,-28,0.14,1,1,0.5,0,0,-51,-1,0,-7,0,0,0,-0.25,1.06,0,-0.18,-0.04,-0.04,-0.8,-1.57
UFC 172,jon jones,glover teixeira,Red,UFC Light Heavyweight Title,1,Men,Decision - Unanimous,5,5,300,Dan Miragliotta,0,138,236,0.58,158,256,0.62,3,6,0.5,2,0,351,27,1,36,193.04,112.49,213.36,Orthodox,4.29,2.22,0.57,0.45,0.64,0.95,0.5,1.93,0,53,192,0.27,65,204,0.32,0,5,0,0,0,0,33,9,44,187.96,92.99,193.04,Orthodox,3.73,4.43,0.49,0.33,0.51,0.6,0.9,2.11,0,85,44,0.3099999999999999,93,52,0.3,3,1,0.5,2,0,351,-6,-8,-8,5.079999999999984,19.5,20.32000000000002,0.56,-2.21,0.08,0.12,0.13,0.35,-0.4,-0.18
UFC Fight Night,hatsu hioki,charles oliveira,Blue,Featherweight,0,Men,Submission,2,3,272,John Sharp,0,11,27,0.4,31,51,0.61,3,4,0.75,0,0,357,29,10,40,180.34,65.77,185.42,Orthodox,2.42,2.12,0.42,0.56,0.65,0.54,0.6,2.55,0,24,38,0.63,33,52,0.63,3,5,0.6,2,0,143,34,9,34,177.8,70.31,187.96,Orthodox,3.54,3.19,0.53,0.4,0.51,0.55,2.7,2.32,0,-13,-11,-0.23,-2,-1,-0.02,0,-1,0.15,-2,0,214,-5,1,6,2.539999999999992,-4.54,-2.54,-1.12,-1.07,-0.11,0.16,0.14,-0.01,-2.1,0.2299999999999999
UFC 175,ronda rousey,alexis davis,Red,UFC Women's Bantamweight Title,1,Women,KO/TKO,1,5,16,Yves Lavigne,0,14,16,0.87,14,16,0.88,1,1,1,0,0,4,12,2,37,170.18,61.23,167.64,Orthodox,4.17,4.14,0.52,0.68,0.44,0.5,4.8,6.26,0,2,6,0.33,2,6,0.33,0,0,0,0,0,0,21,11,39,167.64,61.23,172.72,Orthodox,4.63,4.45,0.49,0.44,0.54,0.34,0.7,0.95,0,12,10,0.54,12,10,0.55,1,1,1,0,0,4,-9,-9,-2,2.5400000000000205,0,-5.08,-0.46,-0.31,0.03,0.24,-0.1,0.1599999999999999,4.1,5.31
UFC Fight Night,joe lauzon,michael chiesa,Red,Lightweight,0,Men,TKO - Doctor's Stoppage,2,3,134,Herb Dean,0,21,41,0.51,42,66,0.64,2,7,0.28,0,1,164,28,16,39,177.8,70.31,180.34,Orthodox,2.84,5.39,0.39,0.45,0.54,0.54,2,2.39,0,30,57,0.52,42,70,0.6,1,4,0.25,0,0,82,18,7,36,185.42,77.11,190.5,Southpaw,1.87,1.7,0.4,0.5,0.54,0.6,1,3.33,0,-9,-16,-0.01,0,-4,0.04,1,3,0.03,0,1,82,10,9,3,-7.62,-6.8,-10.16,0.9699999999999998,3.69,-0.01,-0.05,0,-0.06,1,-0.94
UFC Fight Night,seth baczynski,alan jouban,Blue,Welterweight,0,Men,KO/TKO,1,3,263,Keith Peterson,0,25,65,0.38,27,68,0.4,1,2,0.5,0,0,43,20,14,42,190.5,77.11,190.5,Orthodox,3.08,3.14,0.31,0.16,0.51,0.48,0.8,0.89,1,25,43,0.58,26,44,0.59,0,0,0,0,0,17,17,7,42,182.88,77.11,185.42,Southpaw,5.67,3.77,0.5,0.44,0.6,0.58,0.3,0.51,-1,0,22,-0.2,1,24,-0.19,1,2,0.5,0,0,26,3,7,0,7.620000000000003,0,5.0800000000000125,-2.59,-0.63,-0.19,-0.28,-0.09,-0.1,0.5,0.38
UFC Fight Night,leandro issa,russell doane,Blue,Bantamweight,0,Men,Submission,2,3,299,John Sharp,0,17,54,0.31,18,55,0.33,2,10,0.2,1,0,90,13,6,40,170.18,61.23,175.26,Orthodox,2.08,3.17,0.37,0.22,0.58,0.5,1.2,2.38,0,43,86,0.5,83,130,0.64,0,0,0,1,1,254,15,8,37,170.18,61.23,177.8,Orthodox,1.75,1.68,0.4,0.45,0.53,0.52,0.8,2.11,0,-26,-32,-0.19,-65,-75,-0.31,2,10,0.2,0,-1,-164,-2,-2,3,0,0,-2.54,0.33,1.49,-0.03,-0.23,0.05,-0.02,0.3999999999999999,0.27
UFC Fight Night,dong hyun kim,john hathaway,Red,Welterweight,0,Men,KO/TKO,3,5,62,Leon Roberts,2,27,81,0.33,42,96,0.44,1,3,0.33,0,0,132,22,4,42,187.96,77.11,193.04,Southpaw,2.12,1.89,0.49,0.43,0.58,0.71,0.6,2.93,0,27,97,0.27,52,127,0.41,1,6,0.16,0,0,225,17,2,36,185.42,77.11,190.5,Orthodox,3.4,1.8,0.4,0.43,0.62,0.6,0.9,2.61,2,0,-16,0.06,-10,-31,0.03,0,-3,0.17,0,0,-93,5,2,6,2.5400000000000205,0,2.539999999999992,-1.28,0.09,0.09,0,-0.04,0.1099999999999999,-0.3,0.3200000000000003
UFC Fight Night,lyoto machida,gegard mousasi,Red,Middleweight,0,Men,Decision - Unanimous,5,5,300,Mario Yamasaki,0,28,101,0.27,35,108,0.32,1,2,0.5,0,0,190,24,8,45,185.42,83.91,187.96,Southpaw,2.59,1.57,0.53,0.65,0.61,0.75,0.4,1.21,0,36,106,0.33,66,138,0.48,0,3,0,0,1,102,42,6,38,187.96,83.91,193.04,Orthodox,3.75,1.21,0.5,0.6,0.68,0.59,1.1,1.59,0,-8,-5,-0.06,-31,-30,-0.16,1,-1,0.5,0,-1,88,-18,2,7,-2.54,0,-5.08,-1.16,0.3600000000000001,0.03,0.05,-0.07,0.16,-0.7,-0.38
UFC Fight Night,mark hunt,roy nelson,Red,Heavyweight,0,Men,KO/TKO,2,5,180,Leon Roberts,1,32,91,0.35,32,91,0.35,0,0,0,0,0,2,13,14,50,177.8,120.2,182.88,Orthodox,2.81,2.9,0.43,0.55,0.51,0.64,0.2,0.51,0,20,60,0.33,20,60,0.33,1,6,0.16,0,0,19,22,14,47,182.88,119.29,185.42,Orthodox,2.18,4.79,0.36,0.27,0.46,0.65,0.1,1.14,1,12,31,0.02,12,31,0.02,-1,-6,-0.16,0,0,-17,-9,0,3,-5.08,0.9099999999999966,-2.54,0.6299999999999999,-1.89,0.07,0.28,0.05,-0.01,0.1,-0.63
UFC 171,carlos condit,tyron woodley,Blue,Welterweight,0,Men,KO/TKO,2,3,120,Jacob Montalvo,0,13,43,0.3,52,84,0.62,0,0,0,1,0,3,32,14,39,187.96,77.11,190.5,Orthodox,3.66,2.67,0.39,0.46,0.55,0.38,1,0.59,1,14,29,0.48,34,49,0.69,3,3,1,0,0,183,19,7,41,175.26,77.11,187.96,Orthodox,2.36,2.76,0.48,0.4,0.54,0.87,0.4,1.06,-1,-1,14,-0.18,18,35,-0.07,-3,-3,-1,1,0,-180,13,7,-2,12.700000000000015,0,2.539999999999992,1.3000000000000005,-0.09,-0.09,0.06,0.01,-0.49,0.6,-0.47
UFC Fight Night,john lineker,alptekin ozkilic,Red,Flyweight,0,Men,KO/TKO,3,3,291,Keith Peterson,1,133,327,0.4,134,328,0.41,2,4,0.5,0,0,16,31,9,33,160.02,61.23,170.18,Orthodox,5.36,4.27,0.4,0.58,0.56,0.67,0.6,0.56,0,88,230,0.38,94,237,0.4,1,4,0.25,0,0,55,9,5,38,165.1,56.7,165.1,Orthodox,3.81,5.72,0.32,0.58,0.59,0.75,0,4.21,1,45,97,0.02,40,91,0.01,1,0,0.25,0,0,-39,22,4,-5,-5.08,4.529999999999994,5.0800000000000125,1.5500000000000005,-1.45,0.08,0,-0.03,-0.08,0.6,-3.65
UFC on FOX,josh thomson,bobby green,Blue,Lightweight,0,Men,Decision - Split,3,3,300,Herb Dean,0,45,120,0.37,45,120,0.38,0,5,0,0,0,19,22,9,45,177.8,70.31,180.34,Orthodox,2.59,2.12,0.47,0.39,0.64,0.54,1.3,1.92,0,59,141,0.41,63,145,0.43,0,2,0,0,0,52,31,15,37,177.8,70.31,180.34,Orthodox,6.14,3.74,0.52,0.37,0.62,0.74,0.3,1.2,0,-14,-21,-0.04,-18,-25,-0.05,0,3,0,0,0,-33,-9,-6,8,0,0,0,-3.55,-1.62,-0.05,0.02,0.02,-0.2,1,0.72
UFC Fight Night,kazuki tokudome,yui chul nam,Blue,Lightweight,0,Men,Decision - Split,3,3,300,Jerin Valel,0,31,55,0.56,131,174,0.75,3,7,0.42,0,0,463,18,7,37,180.34,70.31,185.42,Southpaw,2.26,3.63,0.41,0.38,0.53,0.78,0,2,3,77,130,0.59,109,173,0.63,1,1,1,0,0,294,18,8,42,175.26,65.77,,Orthodox,3.53,2,0.51,0.16,0.48,0.57,0.3,1.33,-3,-46,-75,-0.03,22,1,0.12,2,6,-0.58,0,0,169,0,-1,-5,5.0800000000000125,4.540000000000006,,-1.27,1.63,-0.1,0.22,0.05,0.21,-0.3,0.6699999999999999
UFC 172,takanori gomi,isaac vallie-flagg,Red,Lightweight,0,Men,Decision - Unanimous,3,3,300,Herb Dean,0,130,240,0.54,153,263,0.58,0,0,0,0,1,232,35,14,45,170.18,70.31,177.8,Southpaw,3.81,3.52,0.41,0.65,0.6,0.63,0.8,1.23,0,107,217,0.49,211,322,0.66,1,2,0.5,0,0,71,16,7,45,172.72,70.31,177.8,Orthodox,5.56,5.6,0.47,0.12,0.45,0.58,0,0.2,0,23,23,0.05,-58,-59,-0.08,-1,-2,-0.5,0,1,161,19,7,0,-2.54,0,0,-1.75,-2.08,-0.06,0.53,0.1499999999999999,0.05,0.8,1.03
UFC 171,sean spencer,alex garcia,Blue,Welterweight,0,Men,Decision - Split,3,3,300,Don Turnage,0,58,160,0.36,62,164,0.38,0,0,0,0,1,23,12,6,36,177.8,77.11,187.96,Orthodox,4.24,4.02,0.32,0.33,0.6,0.68,0,0.14,1,61,135,0.45,66,142,0.46,8,11,0.72,0,0,273,15,6,36,175.26,77.11,182.88,Orthodox,1.81,3.03,0.31,0.52,0.59,0.66,0.1,3.72,-1,-3,25,-0.09,-4,22,-0.08,-8,-11,-0.72,0,1,-250,-3,0,0,2.5400000000000205,0,5.0800000000000125,2.43,0.9899999999999998,0.01,-0.19,0.01,0.02,-0.1,-3.58
UFC 170,cody gibson,aljamain sterling,Blue,Bantamweight,0,Men,Decision - Unanimous,3,3,300,Herb Dean,0,18,53,0.33,35,73,0.48,4,6,0.66,1,0,191,20,10,36,177.8,61.23,180.34,Orthodox,4,4.08,0.43,0.28,0.57,0.68,0.2,1.28,0,46,89,0.51,132,177,0.75,3,5,0.6,3,0,475,23,4,34,170.18,65.77,180.34,Orthodox,4.73,2.41,0.52,0.24,0.58,0.45,0.8,1.97,0,-28,-36,-0.18,-97,-104,-0.27,1,1,0.06,-2,0,-284,-3,6,2,7.620000000000003,-4.54,0,-0.73,1.67,-0.09,0.04,-0.01,0.23,-0.6,-0.69
UFC on FOX,donald cerrone,edson barboza,Red,Lightweight,0,Men,Submission,1,3,195,Jorge Alonso,1,11,20,0.55,11,20,0.55,0,1,0,2,0,21,36,17,40,185.42,70.31,185.42,Orthodox,4.41,4.48,0.46,0.33,0.53,0.73,1.2,1.16,0,28,54,0.51,28,54,0.52,0,0,0,0,0,0,24,11,38,180.34,65.77,190.5,Orthodox,4.18,4.34,0.45,0.5,0.57,0.75,0.1,0.48,1,-17,-34,0.04,-17,-34,0.03,0,1,0,2,0,21,12,6,2,5.079999999999984,4.540000000000006,-5.08,0.2300000000000004,0.1400000000000005,0.01,-0.17,-0.04,-0.02,1.1,0.6799999999999999
UFC Fight Night,brad pickett,neil seery,Red,Flyweight,0,Men,Decision - Unanimous,3,3,300,Neil Hall,0,49,141,0.34,88,186,0.47,4,8,0.5,1,0,462,25,14,45,167.64,61.23,172.72,Orthodox,3.02,4.63,0.31,0.44,0.55,0.58,0.4,2.47,0,47,114,0.41,54,122,0.44,0,1,0,0,0,0,16,13,44,162.56,56.7,162.56,Orthodox,3.56,3.79,0.41,0.27,0.58,0.53,1.6,0.78,0,2,27,-0.07,34,64,0.03,4,7,0.5,1,0,462,9,1,1,5.079999999999984,4.529999999999994,10.159999999999997,-0.54,0.8399999999999999,-0.1,0.1699999999999999,-0.03,0.05,-1.2,1.6900000000000002
UFC Fight Night,paige vanzant,kailin curran,Red,Women's Strawweight,0,Women,KO/TKO,3,3,174,Kerry Hatley,0,61,108,0.56,167,241,0.69,3,6,0.5,3,1,458,8,5,30,162.56,52.16,165.1,Orthodox,3.35,2.62,0.52,0.33,0.42,0.34,1,1.27,0,28,49,0.57,62,89,0.7,5,5,1,0,0,222,4,5,32,162.56,52.16,165.1,Orthodox,3.89,4.75,0.43,0.57,0.53,0.61,0.6,2,0,33,59,-0.01,105,152,-0.01,-2,1,-0.5,3,1,236,4,0,-2,0,0,0,-0.54,-2.13,0.09,-0.24,-0.11,-0.27,0.4,-0.73
UFC Fight Night,max holloway,will chope,Red,Featherweight,0,Men,KO/TKO,2,3,147,Leon Roberts,2,74,139,0.53,79,145,0.54,0,0,0,0,0,16,25,7,32,180.34,65.77,175.26,Orthodox,7.17,4.75,0.47,0.53,0.59,0.84,0.3,0.27,0,33,121,0.27,34,122,0.28,0,5,0,0,0,61,34,13,33,193.04,65.77,,Switch,4.43,9.93,0.27,0,0.46,0,0,0,2,41,18,0.26,45,23,0.26,0,-5,0,0,0,-45,-9,-6,-1,-12.7,0,,2.74,-5.18,0.1999999999999999,0.53,0.1299999999999999,0.84,0.3,0.27
